IN,NN,NNP,RB,VBN,JJ,VBD,NNS,MD,JJS,VBG,VBZ,VB,CD,VBP,NNPS,DT,JJR,PDT,EX,RBR,CC,WDT,RBS,FW,PRP,RP,WP$,TO,WRB,'',UH,WP,SYM,$,PRP$,POS,sentence_count,word_count
3.0,56.0,72.0,12.0,16.0,30.0,19.0,36.0,3.0,0.0,13.0,2.0,16.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,530.0
3.0,61.0,46.0,10.0,6.0,24.0,11.0,22.0,3.0,0.0,7.0,3.0,9.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,385.0
10.0,226.0,215.0,48.0,24.0,138.0,54.0,107.0,5.0,2.0,46.0,15.0,49.0,7.0,16.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1715.0
6.0,98.0,137.0,16.0,14.0,58.0,22.0,42.0,1.0,0.0,12.0,3.0,25.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,700.0
4.0,111.0,189.0,23.0,7.0,46.0,27.0,46.0,1.0,0.0,22.0,9.0,32.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,886.0
0.0,39.0,81.0,8.0,12.0,22.0,5.0,18.0,3.0,0.0,11.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0
15.0,259.0,257.0,35.0,25.0,142.0,63.0,107.0,3.0,2.0,36.0,16.0,47.0,5.0,4.0,5.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1734.0
5.0,114.0,140.0,9.0,6.0,56.0,22.0,50.0,10.0,2.0,23.0,9.0,35.0,3.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,831.0
6.0,103.0,49.0,19.0,7.0,49.0,22.0,37.0,1.0,1.0,12.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,523.0
1.0,81.0,48.0,14.0,5.0,50.0,6.0,41.0,4.0,0.0,15.0,5.0,29.0,1.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,546.0
7.0,106.0,67.0,13.0,17.0,64.0,10.0,51.0,6.0,1.0,10.0,8.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,679.0
1.0,21.0,17.0,0.0,1.0,14.0,5.0,7.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,127.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,96.0,101.0,23.0,19.0,52.0,3.0,42.0,1.0,1.0,12.0,2.0,25.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,683.0
9.0,162.0,119.0,34.0,21.0,110.0,13.0,70.0,1.0,0.0,21.0,12.0,31.0,14.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1046.0
7.0,237.0,246.0,31.0,28.0,91.0,41.0,47.0,16.0,3.0,31.0,17.0,62.0,5.0,4.0,7.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1493.0
6.0,88.0,95.0,5.0,11.0,47.0,11.0,47.0,4.0,0.0,11.0,4.0,22.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,630.0
9.0,202.0,231.0,39.0,16.0,108.0,39.0,87.0,12.0,1.0,50.0,11.0,52.0,8.0,8.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1513.0
8.0,90.0,61.0,22.0,7.0,40.0,8.0,42.0,2.0,0.0,15.0,4.0,29.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,649.0
5.0,87.0,60.0,12.0,12.0,27.0,21.0,30.0,6.0,2.0,21.0,3.0,9.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,516.0
0.0,62.0,62.0,13.0,5.0,31.0,0.0,12.0,4.0,1.0,4.0,12.0,27.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,488.0
3.0,105.0,115.0,21.0,9.0,61.0,22.0,42.0,6.0,0.0,9.0,7.0,24.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,723.0
2.0,40.0,47.0,0.0,5.0,15.0,5.0,12.0,2.0,1.0,4.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,231.0
0.0,4.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
7.0,124.0,59.0,29.0,17.0,72.0,8.0,42.0,6.0,7.0,21.0,7.0,15.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,804.0
1.0,68.0,52.0,3.0,8.0,25.0,8.0,21.0,0.0,0.0,7.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,311.0
7.0,131.0,99.0,8.0,22.0,54.0,17.0,62.0,1.0,4.0,29.0,1.0,18.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,741.0
8.0,118.0,114.0,15.0,11.0,62.0,17.0,53.0,0.0,2.0,35.0,8.0,20.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,782.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13.0,8.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0
10.0,202.0,146.0,27.0,20.0,115.0,36.0,92.0,8.0,3.0,21.0,14.0,54.0,18.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1428.0
4.0,210.0,79.0,28.0,23.0,129.0,30.0,63.0,4.0,4.0,33.0,4.0,26.0,4.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1073.0
2.0,140.0,104.0,11.0,12.0,57.0,19.0,61.0,0.0,0.0,19.0,0.0,10.0,14.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,723.0
2.0,74.0,25.0,6.0,8.0,34.0,10.0,28.0,2.0,1.0,16.0,5.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,386.0
3.0,95.0,37.0,10.0,11.0,39.0,14.0,42.0,0.0,0.0,15.0,4.0,6.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,472.0
8.0,118.0,46.0,29.0,11.0,55.0,4.0,41.0,5.0,0.0,15.0,8.0,23.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,669.0
2.0,94.0,92.0,20.0,15.0,54.0,15.0,26.0,3.0,1.0,5.0,5.0,27.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,603.0
2.0,105.0,41.0,9.0,7.0,42.0,21.0,22.0,3.0,3.0,18.0,4.0,11.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,508.0
4.0,140.0,106.0,14.0,13.0,69.0,17.0,45.0,4.0,2.0,19.0,5.0,20.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,735.0
15.0,329.0,104.0,80.0,43.0,210.0,17.0,97.0,25.0,4.0,43.0,10.0,92.0,15.0,20.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,2140.0
3.0,85.0,84.0,13.0,10.0,36.0,13.0,33.0,3.0,2.0,9.0,5.0,14.0,8.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,536.0
6.0,134.0,105.0,13.0,9.0,52.0,25.0,46.0,11.0,3.0,19.0,3.0,15.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,714.0
0.0,127.0,156.0,12.0,6.0,86.0,24.0,69.0,3.0,0.0,22.0,3.0,33.0,7.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,930.0
5.0,93.0,81.0,12.0,11.0,54.0,9.0,39.0,1.0,0.0,11.0,14.0,19.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,671.0
4.0,143.0,99.0,22.0,16.0,51.0,16.0,52.0,3.0,0.0,23.0,12.0,22.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,773.0
0.0,26.0,22.0,2.0,3.0,6.0,5.0,11.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,137.0
4.0,124.0,127.0,16.0,29.0,44.0,21.0,37.0,12.0,1.0,17.0,8.0,34.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,854.0
6.0,103.0,51.0,17.0,12.0,59.0,7.0,61.0,2.0,1.0,23.0,7.0,24.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,644.0
7.0,176.0,231.0,27.0,25.0,87.0,36.0,51.0,5.0,1.0,31.0,11.0,44.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1276.0
2.0,40.0,37.0,4.0,7.0,18.0,7.0,18.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,243.0
0.0,12.0,31.0,3.0,3.0,7.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,112.0
1.0,110.0,4679.0,13.0,15.0,58.0,6.0,40.0,0.0,1.0,19.0,1.0,20.0,2.0,9.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,5768.0
8.0,92.0,71.0,17.0,14.0,72.0,3.0,54.0,2.0,0.0,19.0,4.0,23.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,694.0
8.0,107.0,88.0,17.0,29.0,82.0,18.0,76.0,3.0,4.0,22.0,2.0,14.0,4.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,795.0
9.0,182.0,201.0,33.0,25.0,92.0,12.0,71.0,7.0,1.0,17.0,22.0,64.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1401.0
4.0,99.0,104.0,17.0,24.0,47.0,22.0,47.0,4.0,1.0,15.0,5.0,21.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,772.0
2.0,70.0,68.0,5.0,7.0,45.0,17.0,20.0,2.0,0.0,17.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,448.0
1.0,11.0,16.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0
9.0,168.0,72.0,29.0,25.0,96.0,18.0,52.0,1.0,1.0,31.0,8.0,27.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,932.0
8.0,128.0,67.0,12.0,14.0,37.0,23.0,62.0,1.0,1.0,18.0,4.0,17.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,709.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,46.0,55.0,10.0,6.0,14.0,7.0,11.0,1.0,0.0,3.0,2.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,280.0
5.0,73.0,82.0,10.0,8.0,53.0,11.0,22.0,0.0,0.0,12.0,7.0,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,504.0
11.0,150.0,207.0,34.0,20.0,85.0,42.0,84.0,17.0,1.0,36.0,10.0,54.0,2.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1293.0
4.0,126.0,102.0,28.0,7.0,81.0,27.0,49.0,3.0,2.0,23.0,14.0,23.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,799.0
5.0,104.0,34.0,25.0,23.0,76.0,3.0,62.0,3.0,0.0,18.0,7.0,24.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,775.0
2.0,40.0,45.0,4.0,6.0,18.0,6.0,13.0,2.0,0.0,6.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,262.0
0.0,12.0,21.0,1.0,0.0,5.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0
1.0,11.0,16.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.0
5.0,100.0,97.0,17.0,11.0,62.0,12.0,34.0,5.0,1.0,16.0,7.0,15.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,697.0
8.0,179.0,193.0,25.0,30.0,75.0,35.0,73.0,1.0,5.0,23.0,9.0,16.0,15.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1111.0
13.0,122.0,91.0,34.0,21.0,92.0,15.0,49.0,8.0,0.0,17.0,9.0,23.0,6.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,918.0
5.0,121.0,73.0,26.0,20.0,80.0,10.0,49.0,4.0,4.0,33.0,5.0,12.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,782.0
12.0,99.0,50.0,16.0,18.0,68.0,4.0,71.0,3.0,1.0,19.0,6.0,15.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,742.0
2.0,57.0,54.0,8.0,8.0,30.0,14.0,22.0,8.0,0.0,11.0,1.0,24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,406.0
4.0,131.0,140.0,18.0,16.0,63.0,18.0,62.0,1.0,0.0,18.0,7.0,35.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,911.0
5.0,97.0,124.0,21.0,10.0,57.0,21.0,49.0,1.0,0.0,19.0,3.0,19.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,709.0
4.0,108.0,51.0,15.0,14.0,50.0,8.0,37.0,4.0,2.0,14.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,548.0
6.0,184.0,148.0,28.0,28.0,68.0,29.0,55.0,3.0,0.0,37.0,1.0,33.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1074.0
0.0,13.0,15.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0
9.0,112.0,113.0,21.0,18.0,55.0,25.0,58.0,3.0,10.0,26.0,3.0,15.0,11.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,794.0
2.0,108.0,82.0,18.0,9.0,39.0,29.0,26.0,3.0,1.0,27.0,1.0,13.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,663.0
1.0,45.0,32.0,8.0,8.0,24.0,7.0,24.0,0.0,1.0,10.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,297.0
5.0,126.0,56.0,24.0,10.0,50.0,6.0,34.0,2.0,0.0,11.0,11.0,19.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,735.0
12.0,195.0,97.0,45.0,28.0,98.0,32.0,95.0,5.0,2.0,32.0,8.0,28.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1136.0
10.0,221.0,188.0,16.0,21.0,93.0,39.0,95.0,5.0,3.0,53.0,10.0,41.0,3.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1310.0
4.0,90.0,81.0,16.0,12.0,39.0,11.0,39.0,3.0,2.0,15.0,6.0,23.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,676.0
8.0,106.0,164.0,26.0,29.0,73.0,29.0,63.0,2.0,1.0,20.0,8.0,28.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,953.0
