IN,NN,NNP,RB,VBN,JJ,VBD,NNS,MD,JJS,VBG,VBZ,VB,CD,VBP,NNPS,DT,JJR,PDT,EX,RBR,CC,WDT,RBS,FW,PRP,RP,WP$,TO,WRB,'',UH,WP,SYM,$,PRP$,POS,sentence_count,word_count
7.0,73.0,46.0,8.0,9.0,27.0,11.0,48.0,2.0,0.0,13.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,447.0
10.0,167.0,164.0,33.0,15.0,91.0,39.0,71.0,2.0,2.0,43.0,7.0,28.0,8.0,9.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1195.0
0.0,15.0,31.0,0.0,1.0,17.0,7.0,13.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,140.0
1.0,36.0,24.0,8.0,6.0,18.0,14.0,14.0,4.0,0.0,6.0,2.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,285.0
12.0,259.0,188.0,50.0,30.0,128.0,20.0,103.0,11.0,1.0,42.0,19.0,72.0,10.0,15.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,1742.0
18.0,307.0,161.0,35.0,34.0,165.0,30.0,79.0,6.0,3.0,47.0,15.0,41.0,14.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1795.0
1.0,102.0,82.0,25.0,23.0,51.0,25.0,65.0,2.0,1.0,16.0,6.0,23.0,10.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,808.0
17.0,288.0,345.0,59.0,50.0,172.0,68.0,109.0,3.0,3.0,57.0,7.0,56.0,10.0,11.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2154.0
1.0,81.0,64.0,21.0,14.0,48.0,16.0,31.0,3.0,4.0,18.0,6.0,22.0,3.0,5.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,619.0
4.0,96.0,133.0,20.0,11.0,39.0,29.0,35.0,10.0,3.0,10.0,11.0,25.0,6.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,718.0
4.0,101.0,61.0,11.0,11.0,55.0,7.0,42.0,2.0,2.0,15.0,5.0,18.0,5.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,599.0
9.0,202.0,198.0,25.0,14.0,126.0,25.0,91.0,1.0,3.0,20.0,6.0,43.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1327.0
2.0,73.0,87.0,12.0,9.0,66.0,13.0,56.0,10.0,2.0,15.0,7.0,22.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,672.0
17.0,255.0,215.0,51.0,29.0,148.0,10.0,94.0,10.0,3.0,45.0,24.0,70.0,13.0,20.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1881.0
6.0,56.0,90.0,7.0,8.0,53.0,12.0,32.0,0.0,0.0,7.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,472.0
8.0,78.0,71.0,15.0,17.0,56.0,12.0,23.0,3.0,0.0,12.0,5.0,24.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,607.0
0.0,9.0,24.0,0.0,2.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0
15.0,163.0,106.0,29.0,22.0,91.0,39.0,82.0,5.0,4.0,40.0,8.0,26.0,2.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1109.0
5.0,105.0,87.0,18.0,19.0,55.0,11.0,38.0,2.0,3.0,10.0,7.0,21.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,745.0
4.0,85.0,60.0,8.0,11.0,40.0,18.0,41.0,1.0,2.0,8.0,3.0,5.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,500.0
2.0,35.0,32.0,6.0,3.0,12.0,9.0,17.0,0.0,0.0,6.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,211.0
6.0,106.0,75.0,16.0,21.0,44.0,26.0,33.0,1.0,2.0,10.0,5.0,13.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,598.0
6.0,62.0,34.0,8.0,9.0,31.0,5.0,26.0,2.0,3.0,14.0,1.0,12.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5.0,125.0,115.0,18.0,11.0,66.0,30.0,43.0,2.0,0.0,13.0,16.0,21.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,355.0
0.0,110.0,75.0,20.0,17.0,61.0,2.0,63.0,0.0,1.0,13.0,4.0,20.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,774.0
18.0,309.0,267.0,63.0,48.0,171.0,14.0,115.0,9.0,4.0,39.0,12.0,69.0,10.0,15.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,763.0
3.0,56.0,19.0,4.0,11.0,21.0,4.0,19.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2188.0
13.0,188.0,204.0,24.0,21.0,89.0,44.0,67.0,4.0,0.0,31.0,12.0,35.0,6.0,3.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,259.0
4.0,87.0,152.0,17.0,21.0,46.0,26.0,76.0,11.0,0.0,28.0,5.0,39.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1252.0
18.0,247.0,165.0,69.0,51.0,112.0,13.0,94.0,9.0,1.0,64.0,14.0,54.0,4.0,15.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,870.0
3.0,110.0,74.0,26.0,17.0,68.0,14.0,51.0,2.0,0.0,22.0,10.0,33.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1864.0
8.0,99.0,91.0,18.0,9.0,54.0,11.0,38.0,4.0,0.0,17.0,14.0,25.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,803.0
4.0,84.0,78.0,18.0,11.0,50.0,7.0,36.0,2.0,0.0,8.0,7.0,22.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,716.0
1.0,14.0,18.0,1.0,2.0,2.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,630.0
11.0,199.0,177.0,35.0,14.0,87.0,34.0,67.0,1.0,1.0,24.0,9.0,17.0,15.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0
2.0,78.0,30.0,7.0,9.0,34.0,8.0,21.0,2.0,0.0,8.0,2.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1163.0
5.0,99.0,95.0,18.0,13.0,51.0,21.0,69.0,2.0,2.0,8.0,3.0,25.0,8.0,3.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,353.0
8.0,95.0,88.0,22.0,11.0,67.0,10.0,46.0,4.0,1.0,14.0,4.0,23.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,724.0
9.0,127.0,163.0,20.0,13.0,76.0,33.0,65.0,10.0,6.0,38.0,8.0,46.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,723.0
0.0,68.0,45.0,9.0,4.0,24.0,11.0,19.0,1.0,0.0,14.0,4.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1057.0
0.0,32.0,46.0,5.0,10.0,26.0,9.0,27.0,0.0,0.0,7.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,386.0
3.0,200.0,107.0,20.0,22.0,59.0,24.0,70.0,3.0,2.0,27.0,12.0,21.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,285.0
2.0,58.0,21.0,2.0,6.0,26.0,5.0,18.0,0.0,1.0,11.0,0.0,6.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,926.0
1.0,67.0,102.0,7.0,18.0,48.0,11.0,35.0,1.0,0.0,13.0,4.0,11.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,262.0
16.0,282.0,224.0,52.0,32.0,149.0,37.0,72.0,10.0,1.0,29.0,16.0,53.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,529.0
6.0,54.0,18.0,7.0,11.0,19.0,9.0,21.0,0.0,1.0,4.0,3.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1739.0
10.0,150.0,199.0,33.0,23.0,100.0,19.0,76.0,3.0,1.0,32.0,12.0,54.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,297.0
3.0,133.0,196.0,7.0,11.0,60.0,28.0,38.0,0.0,2.0,29.0,4.0,17.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1259.0
3.0,107.0,80.0,18.0,13.0,68.0,25.0,64.0,0.0,0.0,29.0,1.0,22.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,868.0
6.0,106.0,154.0,16.0,5.0,58.0,25.0,47.0,4.0,0.0,20.0,10.0,26.0,5.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,750.0
2.0,34.0,29.0,5.0,2.0,9.0,8.0,7.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,805.0
7.0,151.0,118.0,30.0,20.0,91.0,11.0,76.0,4.0,1.0,35.0,5.0,36.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,174.0
7.0,265.0,173.0,68.0,51.0,129.0,10.0,81.0,12.0,0.0,46.0,8.0,45.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1086.0
2.0,69.0,82.0,11.0,9.0,33.0,11.0,18.0,4.0,3.0,11.0,3.0,14.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1881.0
10.0,278.0,314.0,34.0,59.0,129.0,48.0,66.0,6.0,1.0,42.0,7.0,46.0,16.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,457.0
3.0,111.0,51.0,21.0,15.0,58.0,4.0,46.0,5.0,6.0,32.0,3.0,17.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1888.0
6.0,179.0,202.0,30.0,28.0,93.0,36.0,89.0,3.0,0.0,46.0,13.0,40.0,3.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,623.0
9.0,200.0,146.0,19.0,19.0,104.0,30.0,87.0,7.0,0.0,45.0,3.0,42.0,4.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1261.0
1.0,41.0,51.0,4.0,5.0,24.0,11.0,14.0,0.0,1.0,7.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1216.0
0.0,109.0,92.0,20.0,10.0,47.0,4.0,42.0,0.0,3.0,13.0,14.0,30.0,2.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,266.0
18.0,191.0,236.0,55.0,37.0,140.0,23.0,69.0,7.0,4.0,33.0,13.0,74.0,6.0,31.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,793.0
4.0,95.0,79.0,24.0,15.0,71.0,9.0,60.0,0.0,0.0,17.0,6.0,25.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1832.0
3.0,40.0,21.0,6.0,4.0,18.0,5.0,17.0,1.0,1.0,10.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,782.0
12.0,191.0,77.0,29.0,30.0,116.0,12.0,67.0,5.0,2.0,16.0,6.0,26.0,6.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,216.0
18.0,277.0,210.0,93.0,67.0,218.0,39.0,152.0,8.0,3.0,28.0,16.0,59.0,8.0,28.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1131.0
5.0,161.0,35.0,23.0,19.0,73.0,11.0,62.0,0.0,2.0,24.0,5.0,17.0,15.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2388.0
0.0,49.0,82.0,8.0,5.0,31.0,21.0,37.0,0.0,1.0,6.0,0.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,753.0
13.0,132.0,99.0,31.0,21.0,87.0,11.0,65.0,1.0,1.0,17.0,5.0,21.0,4.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,398.0
6.0,69.0,36.0,16.0,9.0,49.0,6.0,23.0,6.0,2.0,16.0,4.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,941.0
10.0,231.0,195.0,50.0,46.0,114.0,41.0,144.0,7.0,2.0,41.0,7.0,42.0,18.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,454.0
2.0,96.0,145.0,10.0,12.0,59.0,21.0,34.0,4.0,1.0,28.0,10.0,22.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1632.0
20.0,327.0,181.0,58.0,37.0,136.0,48.0,132.0,4.0,1.0,40.0,21.0,40.0,8.0,17.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,771.0
9.0,98.0,125.0,20.0,20.0,69.0,18.0,75.0,2.0,0.0,26.0,3.0,34.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1977.0
0.0,8.0,20.0,0.0,4.0,13.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,868.0
4.0,112.0,84.0,29.0,16.0,77.0,7.0,55.0,2.0,1.0,20.0,14.0,25.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0
4.0,129.0,82.0,13.0,10.0,63.0,26.0,50.0,2.0,0.0,26.0,0.0,28.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,807.0
6.0,65.0,29.0,2.0,7.0,30.0,7.0,31.0,5.0,0.0,8.0,3.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,697.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,355.0
14.0,206.0,137.0,26.0,31.0,116.0,35.0,108.0,2.0,0.0,48.0,8.0,49.0,6.0,13.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,37.0,44.0,4.0,6.0,13.0,11.0,15.0,2.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1349.0
2.0,19.0,40.0,1.0,1.0,11.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,242.0
2.0,115.0,141.0,18.0,13.0,73.0,10.0,56.0,6.0,1.0,17.0,8.0,35.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,131.0
3.0,83.0,93.0,7.0,10.0,37.0,16.0,23.0,1.0,0.0,7.0,2.0,21.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,931.0
7.0,66.0,82.0,16.0,18.0,43.0,13.0,32.0,5.0,0.0,9.0,9.0,20.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,543.0
13.0,225.0,149.0,30.0,30.0,125.0,34.0,109.0,5.0,1.0,41.0,7.0,59.0,6.0,9.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,580.0
7.0,107.0,62.0,26.0,24.0,60.0,5.0,54.0,8.0,0.0,26.0,10.0,28.0,2.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1464.0
0.0,26.0,20.0,3.0,2.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,774.0
1.0,97.0,48.0,12.0,17.0,37.0,19.0,38.0,0.0,1.0,16.0,2.0,5.0,7.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0
